X,Y,Index_,event_unique_id,Division,occurrencedate,reporteddate,location_type,premises_type,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,cleared,mci_category,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
0,0,259152,GO-2021972145,NSA,2021/05/25 04:00:00+00,2021/05/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1457,100,Pointing A Firearm,2021,May,25,145,Tuesday   ,21,2021,May,25,145,Tuesday   ,21,NO,Assault,NSA,NSA,0,0,259952
0,0,259160,GO-2021971891,NSA,2021/05/25 04:00:00+00,2021/05/25 04:00:00+00,Bar / Restaurant,Commercial,1420,100,Assault With Weapon,2021,May,25,145,Tuesday   ,20,2021,May,25,145,Tuesday   ,20,YES,Assault,NSA,NSA,0,0,259960
-8843488.094,5436672.499,260920,GO-20211095854,NSA,2021/06/11 04:00:00+00,2021/06/12 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,2021,June,12,163,Saturday  ,8,2021,June,11,162,Friday    ,22,NO,Auto Theft,NSA,NSA,-79.4424052,43.81380081,260122
0,0,260381,GO-20211062859,NSA,2014/02/01 05:00:00+00,2021/06/07 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2021,June,7,158,Monday    ,17,2014,February,1,32,Saturday  ,6,NO,Assault,NSA,NSA,0,0,260303
0,0,260212,GO-20211050459,NSA,2020/08/10 04:00:00+00,2021/06/05 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,2021,June,5,156,Saturday  ,21,2020,August,10,223,Monday    ,0,NO,Assault,NSA,NSA,0,0,260452
-8864744.294,5402053.034,260544,GO-20211074411,NSA,2018/03/01 05:00:00+00,2021/06/09 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,June,9,160,Wednesday ,10,2018,March,1,60,Thursday  ,0,NO,Assault,NSA,NSA,-79.63335289,43.58896945,260496
-8880869.091,5427148.738,260489,GO-20211071738,NSA,2021/06/05 04:00:00+00,2021/06/08 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,June,8,159,Tuesday   ,20,2021,June,5,156,Saturday  ,22,NO,Assault,NSA,NSA,-79.77820441,43.75203412,260633
0,0,260104,GO-20211040939,NSA,2021/05/28 04:00:00+00,2021/06/04 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,2021,June,4,155,Friday    ,15,2021,May,28,148,Friday    ,10,NO,Assault,NSA,NSA,0,0,260821
0,0,260105,GO-20211040939,NSA,2021/05/28 04:00:00+00,2021/06/04 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2021,June,4,155,Friday    ,15,2021,May,28,148,Friday    ,10,NO,Assault,NSA,NSA,0,0,260822
0,0,260246,GO-20211052716,NSA,2021/06/06 04:00:00+00,2021/06/06 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,2021,June,6,157,Sunday    ,10,2021,June,6,157,Sunday    ,8,YES,Assault,NSA,NSA,0,0,260851
0,0,260140,GO-20211044609,NSA,2021/06/05 04:00:00+00,2021/06/05 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,June,5,156,Saturday  ,2,2021,June,5,156,Saturday  ,2,YES,Assault,NSA,NSA,0,0,260940
0,0,260189,GO-20211049953,NSA,2021/06/05 04:00:00+00,2021/06/05 04:00:00+00,Other Regional Transit System Vehicle,Transit,1430,100,Assault,2021,June,5,156,Saturday  ,21,2021,June,5,156,Saturday  ,20,YES,Assault,NSA,NSA,0,0,260989
0,0,260190,GO-20211049953,NSA,2021/06/05 04:00:00+00,2021/06/05 04:00:00+00,Other Regional Transit System Vehicle,Transit,1430,100,Assault,2021,June,5,156,Saturday  ,21,2021,June,5,156,Saturday  ,20,YES,Assault,NSA,NSA,0,0,260990
-8865881.44,5406472.751,261433,GO-20211139974,NSA,2020/12/01 05:00:00+00,2021/06/18 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,June,18,169,Friday    ,11,2020,December,1,336,Tuesday   ,0,NO,Assault,NSA,NSA,-79.64356805,43.61771964,261035
-8779074.718,5450835.028,261435,GO-20211127017,NSA,2021/06/11 04:00:00+00,2021/06/18 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,2021,June,18,169,Friday    ,11,2021,June,11,162,Friday    ,21,YES,Break and Enter,NSA,NSA,-78.86377,43.90553437,261037
0,0,261441,GO-20211139995,NSA,2021/06/17 04:00:00+00,2021/06/18 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,2021,June,18,169,Friday    ,14,2021,June,17,168,Thursday  ,18,NO,Theft Over,NSA,NSA,0,0,261044
0,0,261471,GO-20211143807,NSA,2021/06/18 04:00:00+00,2021/06/18 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,June,18,169,Friday    ,21,2021,June,18,169,Friday    ,21,YES,Assault,NSA,NSA,0,0,261079
-8797455.834,5448959.83,261620,GO-20211153292,NSA,2021/03/01 05:00:00+00,2021/06/20 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,June,20,171,Sunday    ,11,2021,March,1,60,Monday    ,20,YES,Assault,NSA,NSA,-79.02889037,43.89339644,261138
0,0,261654,GO-20211156341,NSA,2021/06/20 04:00:00+00,2021/06/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,June,20,171,Sunday    ,18,2021,June,20,171,Sunday    ,18,NO,Assault,NSA,NSA,0,0,261174
0,0,261232,GO-20211123135,NSA,2021/06/15 04:00:00+00,2021/06/16 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,2021,June,16,167,Wednesday ,4,2021,June,15,166,Tuesday   ,23,NO,Theft Over,NSA,NSA,0,0,261388
0,0,261260,GO-20211127189,NSA,2021/06/16 04:00:00+00,2021/06/16 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,June,16,167,Wednesday ,16,2021,June,16,167,Wednesday ,16,YES,Assault,NSA,NSA,0,0,261416
0,0,261172,GO-20211118309,NSA,2021/06/10 04:00:00+00,2021/06/15 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,1430,100,Assault,2021,June,15,166,Tuesday   ,12,2021,June,10,161,Thursday  ,10,NO,Assault,NSA,NSA,0,0,261535
0,0,261187,GO-20211118691,NSA,2021/05/11 04:00:00+00,2021/06/15 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,June,15,166,Tuesday   ,13,2021,May,11,131,Tuesday   ,20,NO,Assault,NSA,NSA,0,0,261550
0,0,261726,GO-20211159256,NSA,2021/06/19 04:00:00+00,2021/06/21 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,2021,June,21,172,Monday    ,7,2021,June,19,170,Saturday  ,3,NO,Break and Enter,NSA,NSA,0,0,261760
0,0,261320,GO-20211131006,NSA,2021/06/17 04:00:00+00,2021/06/17 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2021,June,17,168,Thursday  ,5,2021,June,17,168,Thursday  ,5,YES,Assault,NSA,NSA,0,0,261842
0,0,261321,GO-20211131006,NSA,2021/06/17 04:00:00+00,2021/06/17 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2021,June,17,168,Thursday  ,5,2021,June,17,168,Thursday  ,5,YES,Assault,NSA,NSA,0,0,261843
0,0,261100,GO-20211113406,NSA,2021/05/28 04:00:00+00,2021/06/14 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,2021,June,14,165,Monday    ,18,2021,May,28,148,Friday    ,0,NO,Theft Over,NSA,NSA,0,0,261922
0,0,262940,GO-20211151077,NSA,2021/06/19 04:00:00+00,2021/07/03 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2021,July,3,184,Saturday  ,0,2021,June,19,170,Saturday  ,21,YES,Assault,NSA,NSA,0,0,262043
0,0,262817,GO-20211235198,NSA,2021/07/01 04:00:00+00,2021/07/01 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,1,182,Thursday  ,19,2021,July,1,182,Thursday  ,19,YES,Assault,NSA,NSA,0,0,262265
0,0,262714,GO-20211229828,NSA,2021/06/30 04:00:00+00,2021/06/30 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2021,June,30,181,Wednesday ,22,2021,June,30,181,Wednesday ,22,YES,Assault,NSA,NSA,0,0,262372
-8847067.843,5435412.948,262461,GO-20211208753,NSA,2021/06/28 04:00:00+00,2021/06/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,June,28,179,Monday    ,7,2021,June,28,179,Monday    ,7,NO,Assault,NSA,NSA,-79.47456263,43.80563561,262515
0,0,262581,GO-20211221190,NSA,2021/06/29 04:00:00+00,2021/06/29 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,June,29,180,Tuesday   ,19,2021,June,29,180,Tuesday   ,18,NO,Assault,NSA,NSA,0,0,262732
0,0,263340,GO-20211266404,NSA,2021/07/05 04:00:00+00,2021/07/06 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,2021,July,6,187,Tuesday   ,10,2021,July,5,186,Monday    ,18,NO,Theft Over,NSA,NSA,0,0,263046
-8858164.222,5402409.854,263342,GO-20211626698,NSA,2021/07/06 04:00:00+00,2021/07/06 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,July,6,187,Tuesday   ,14,2021,July,6,187,Tuesday   ,14,YES,Robbery,NSA,NSA,-79.5742431,43.59129107,263048
0,0,263745,GO-20211303278,NSA,2021/07/11 04:00:00+00,2021/07/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,11,192,Sunday    ,21,2021,July,11,192,Sunday    ,19,NO,Assault,NSA,NSA,0,0,263161
-8870032.245,5403583.218,263113,GO-20211626207,NSA,2021/07/04 04:00:00+00,2021/07/04 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,July,4,185,Sunday    ,14,2021,July,4,185,Sunday    ,14,NO,Robbery,NSA,NSA,-79.68085536,43.59892483,263372
-8808295.447,5434934.441,263482,GO-20211280771,NSA,2021/01/21 05:00:00+00,2021/07/08 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,8,189,Thursday  ,11,2021,January,21,21,Thursday  ,0,NO,Assault,NSA,NSA,-79.12626427,43.80253333,263675
0,0,263133,GO-20211256489,NSA,2021/07/05 04:00:00+00,2021/07/05 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,110,Assault Bodily Harm,2021,July,5,186,Monday    ,0,2021,July,5,186,Monday    ,0,NO,Assault,NSA,NSA,0,0,263723
0,0,263135,GO-20211256789,NSA,2021/07/05 04:00:00+00,2021/07/05 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,5,186,Monday    ,3,2021,July,5,186,Monday    ,1,NO,Assault,NSA,NSA,0,0,263725
-8843217.907,5442504.323,263139,GO-20211257523,NSA,2021/07/01 04:00:00+00,2021/07/05 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2021,July,5,186,Monday    ,8,2021,July,1,182,Thursday  ,13,NO,Assault,NSA,NSA,-79.43997807,43.8515918,263729
0,0,263145,GO-20211258608,NSA,2021/07/05 04:00:00+00,2021/07/05 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,2021,July,5,186,Monday    ,10,2021,July,5,186,Monday    ,2,NO,Break and Enter,NSA,NSA,0,0,263735
0,0,263254,GO-20211265601,NSA,2021/07/06 04:00:00+00,2021/07/06 04:00:00+00,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1420,100,Assault With Weapon,2021,July,6,187,Tuesday   ,9,2021,July,6,187,Tuesday   ,8,NO,Assault,NSA,NSA,0,0,263892
0,0,264157,GO-20211331786,NSA,2021/07/08 04:00:00+00,2021/07/15 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2021,July,15,196,Thursday  ,20,2021,July,8,189,Thursday  ,9,YES,Assault,NSA,NSA,0,0,264057
0,0,264803,GO-20211376585,NSA,2021/07/18 04:00:00+00,2021/07/22 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2021,July,22,203,Thursday  ,9,2021,July,18,199,Sunday    ,2,NO,Assault,NSA,NSA,0,0,264222
0,0,264420,GO-20211348019,NSA,2021/07/18 04:00:00+00,2021/07/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,18,199,Sunday    ,7,2021,July,18,199,Sunday    ,7,YES,Assault,NSA,NSA,0,0,264356
0,0,264421,GO-20211348019,NSA,2021/07/18 04:00:00+00,2021/07/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,18,199,Sunday    ,7,2021,July,18,199,Sunday    ,7,YES,Assault,NSA,NSA,0,0,264357
0,0,264465,GO-20211352119,NSA,2021/07/18 04:00:00+00,2021/07/18 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,18,199,Sunday    ,20,2021,July,18,199,Sunday    ,3,NO,Assault,NSA,NSA,0,0,264401
0,0,264314,GO-20211341405,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,July,17,198,Saturday  ,11,2021,July,17,198,Saturday  ,7,YES,Assault,NSA,NSA,0,0,264445
0,0,264315,GO-20211341405,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,July,17,198,Saturday  ,11,2021,July,17,198,Saturday  ,7,YES,Assault,NSA,NSA,0,0,264449
0,0,264909,GO-20211382935,NSA,2021/07/23 04:00:00+00,2021/07/23 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2021,July,23,204,Friday    ,7,2021,July,23,204,Friday    ,6,YES,Break and Enter,NSA,NSA,0,0,264551
-8860034.908,5414297.927,264911,GO-20211380442,NSA,2021/07/22 04:00:00+00,2021/07/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,23,204,Friday    ,8,2021,July,22,203,Thursday  ,17,NO,Assault,NSA,NSA,-79.59104776,43.66858859,264553
0,0,264920,GO-20211383891,NSA,2021/07/21 04:00:00+00,2021/07/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,July,23,204,Friday    ,10,2021,July,21,202,Wednesday ,23,NO,Assault,NSA,NSA,0,0,264562
0,0,264927,GO-20211384446,NSA,2000/06/23 04:00:00+00,2021/07/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,23,204,Friday    ,13,2000,June,23,175,Friday    ,13,NO,Assault,NSA,NSA,0,0,264569
0,0,264928,GO-20211384438,NSA,2021/07/23 04:00:00+00,2021/07/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,23,204,Friday    ,11,2021,July,23,204,Friday    ,10,NO,Assault,NSA,NSA,0,0,264570
0,0,264615,GO-20211362404,NSA,2021/07/20 04:00:00+00,2021/07/20 04:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2021,July,20,201,Tuesday   ,9,2021,July,20,201,Tuesday   ,9,NO,Robbery,NSA,NSA,0,0,264658
0,0,264517,GO-20211355339,NSA,2021/07/12 04:00:00+00,2021/07/19 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2021,July,19,200,Monday    ,10,2021,July,12,193,Monday    ,0,NO,Break and Enter,NSA,NSA,0,0,264664
-8874916.288,5395145.23,264569,GO-20211626951,NSA,2021/07/19 04:00:00+00,2021/07/19 04:00:00+00,Convenience Stores,Commercial,1610,210,Robbery - Business,2021,July,19,200,Monday    ,12,2021,July,19,200,Monday    ,12,NO,Robbery,NSA,NSA,-79.72472947,43.54400677,264716
-8876364.804,5399830.85,264570,GO-20211627094,NSA,2021/07/19 04:00:00+00,2021/07/19 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,July,19,200,Monday    ,12,2021,July,19,200,Monday    ,12,YES,Robbery,NSA,NSA,-79.73774171,43.57450899,264717
0,0,264293,GO-20211340630,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,17,198,Saturday  ,3,2021,July,17,198,Saturday  ,2,NO,Assault,NSA,NSA,0,0,264840
0,0,264294,GO-20211340630,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,17,198,Saturday  ,3,2021,July,17,198,Saturday  ,2,NO,Assault,NSA,NSA,0,0,264841
0,0,264295,GO-20211340630,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,17,198,Saturday  ,3,2021,July,17,198,Saturday  ,2,NO,Assault,NSA,NSA,0,0,264842
0,0,264296,GO-20211340630,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,17,198,Saturday  ,3,2021,July,17,198,Saturday  ,2,NO,Assault,NSA,NSA,0,0,264843
0,0,264297,GO-20211340630,NSA,2021/07/17 04:00:00+00,2021/07/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,17,198,Saturday  ,3,2021,July,17,198,Saturday  ,2,NO,Assault,NSA,NSA,0,0,264844
0,0,264632,GO-20211364937,NSA,2021/07/20 04:00:00+00,2021/07/20 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,20,201,Tuesday   ,16,2021,July,20,201,Tuesday   ,16,YES,Assault,NSA,NSA,0,0,264869
-8867343.082,5411355.049,264778,GO-20211372320,NSA,2021/03/31 04:00:00+00,2021/07/21 04:00:00+00,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,2021,July,21,202,Wednesday ,18,2021,March,31,90,Wednesday ,12,NO,Auto Theft,NSA,NSA,-79.6566982,43.64946294,264978
0,0,264799,GO-20211321053,NSA,2021/07/14 04:00:00+00,2021/07/22 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2021,July,22,203,Thursday  ,8,2021,July,14,195,Wednesday ,13,NO,Assault,NSA,NSA,0,0,264999
-8851922.681,5434162.088,265921,GO-20211452388,NSA,2021/08/02 04:00:00+00,2021/08/02 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2021,August,2,214,Monday    ,3,2021,August,2,214,Monday    ,2,NO,Assault,NSA,NSA,-79.51817438,43.79752564,265038
0,0,265955,GO-20211456876,NSA,2021/08/02 04:00:00+00,2021/08/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2021,August,2,214,Monday    ,20,2021,August,2,214,Monday    ,20,YES,Assault,NSA,NSA,0,0,265074
0,0,265032,GO-20211373179,NSA,2021/07/16 04:00:00+00,2021/07/24 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2021,July,24,205,Saturday  ,10,2021,July,16,197,Friday    ,21,YES,Theft Over,NSA,NSA,0,0,265264
0,0,265100,GO-20211395948,NSA,2021/07/25 04:00:00+00,2021/07/25 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,July,25,206,Sunday    ,3,2021,July,25,206,Sunday    ,3,YES,Assault,NSA,NSA,0,0,265332
-8778220.088,5451596.341,265770,GO-20211441405,NSA,2021/07/31 04:00:00+00,2021/07/31 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,31,212,Saturday  ,11,2021,July,31,212,Saturday  ,11,NO,Assault,NSA,NSA,-78.85609272,43.91046155,265404
0,0,265106,GO-20211397001,NSA,2021/07/25 04:00:00+00,2021/07/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,July,25,206,Sunday    ,7,2021,July,25,206,Sunday    ,7,YES,Assault,NSA,NSA,0,0,265448
0,0,265107,GO-20211397001,NSA,2021/07/25 04:00:00+00,2021/07/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,July,25,206,Sunday    ,7,2021,July,25,206,Sunday    ,7,YES,Assault,NSA,NSA,0,0,265455
0,0,265227,GO-20211404602,NSA,2021/07/20 04:00:00+00,2021/07/26 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,100,Robbery With Weapon,2021,July,26,207,Monday    ,13,2021,July,20,201,Tuesday   ,23,YES,Robbery,NSA,NSA,0,0,265594
-8880305.274,5412781.778,265233,GO-20211404905,NSA,2017/08/01 04:00:00+00,2021/07/26 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,26,207,Monday    ,11,2017,August,1,213,Tuesday   ,0,NO,Assault,NSA,NSA,-79.77313955,43.65873596,265600
-8802984.318,5439645.676,265275,GO-20211408731,NSA,2021/07/26 04:00:00+00,2021/07/26 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,1430,100,Assault,2021,July,26,207,Monday    ,21,2021,July,26,207,Monday    ,21,NO,Assault,NSA,NSA,-79.07855359,43.83307038,265642
-8798545.865,5445794.338,265163,GO-20211400968,NSA,2021/07/19 04:00:00+00,2021/07/25 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,July,25,206,Sunday    ,19,2021,July,19,200,Monday    ,16,YES,Assault,NSA,NSA,-79.03868229,43.87290098,265723
-8791028.44,5446989.209,265895,GO-20211450032,NSA,2007/03/01 05:00:00+00,2021/08/01 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2021,August,1,213,Sunday    ,18,2007,March,1,60,Thursday  ,0,NO,Assault,NSA,NSA,-78.97115211,43.88063818,265930
0,0,266914,GO-20211520481,NSA,2021/08/11 04:00:00+00,2021/08/11 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2021,August,11,223,Wednesday ,18,2021,August,11,223,Wednesday ,16,YES,Assault,NSA,NSA,0,0,266015
-8867815.154,5431932.257,266940,GO-20211626914,NSA,2021/08/11 04:00:00+00,2021/08/11 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,August,11,223,Wednesday ,18,2021,August,11,223,Wednesday ,18,YES,Robbery,NSA,NSA,-79.6609389,43.78306578,266044
-8844996.618,5457741.065,266941,GO-20211627244,NSA,2021/08/11 04:00:00+00,2021/08/11 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,August,11,223,Wednesday ,9,2021,August,11,223,Wednesday ,9,YES,Robbery,NSA,NSA,-79.4559565,43.95021497,266045
0,0,266969,GO-20211523622,NSA,2021/08/12 04:00:00+00,2021/08/12 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,August,12,224,Thursday  ,7,2021,August,12,224,Thursday  ,4,YES,Assault,NSA,NSA,0,0,266074
-8851788.612,5430898.797,266304,GO-20211476100,NSA,2021/08/05 04:00:00+00,2021/08/05 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,1430,100,Assault,2021,August,5,217,Thursday  ,13,2021,August,5,217,Thursday  ,13,NO,Assault,NSA,NSA,-79.51697002,43.77636288,266140
0,0,266273,GO-20211477813,NSA,2021/08/04 04:00:00+00,2021/08/05 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2021,August,5,217,Thursday  ,18,2021,August,4,216,Wednesday ,11,NO,Assault,NSA,NSA,0,0,266230
-8840238.952,5444871.638,266071,GO-20211627217,NSA,2021/08/03 04:00:00+00,2021/08/03 04:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2021,August,3,215,Tuesday   ,15,2021,August,3,215,Tuesday   ,15,YES,Robbery,NSA,NSA,-79.41321766,43.86692549,266338
0,0,266565,GO-20211494428,NSA,2021/08/08 04:00:00+00,2021/08/08 04:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2021,August,8,220,Sunday    ,8,2021,August,8,220,Sunday    ,2,NO,Assault,NSA,NSA,0,0,266549
0,0,266718,GO-20211492953,NSA,2021/08/07 04:00:00+00,2021/08/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,August,9,221,Monday    ,21,2021,August,7,219,Saturday  ,19,NO,Assault,NSA,NSA,0,0,266593
0,0,266135,GO-20211469020,NSA,2021/08/04 04:00:00+00,2021/08/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,August,4,216,Wednesday ,14,2021,August,4,216,Wednesday ,14,YES,Assault,NSA,NSA,0,0,266669
0,0,266630,GO-20211499611,NSA,2021/08/08 04:00:00+00,2021/08/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,August,8,220,Sunday    ,23,2021,August,8,220,Sunday    ,23,YES,Assault,NSA,NSA,0,0,266671
0,0,266191,GO-20211468278,NSA,2021/08/04 04:00:00+00,2021/08/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2021,August,4,216,Wednesday ,12,2021,August,4,216,Wednesday ,10,NO,Assault,NSA,NSA,0,0,266729
0,0,266347,GO-20211483859,NSA,2021/08/06 04:00:00+00,2021/08/06 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,August,6,218,Friday    ,14,2021,August,6,218,Friday    ,14,YES,Assault,NSA,NSA,0,0,266763
0,0,266348,GO-20211483859,NSA,2021/08/06 04:00:00+00,2021/08/06 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2021,August,6,218,Friday    ,14,2021,August,6,218,Friday    ,14,YES,Assault,NSA,NSA,0,0,266764
